,Supplier.Name,lat,long,Total.Population.Served,liters.2014.2015,liters.2014.2015.capita,Month,Year,Conservation.Standard.2015,SPEI_3YEARS,SPI_3YEARS
224,Atwater,37.3442019,-120.599126,29500,784915558.802598,26607.3070780542,Apr,15,36%,-2.467515745,-1.999312241
225,Atwater,37.3442019,-120.599126,29500,623606968.187393,21139.2192605896,Mar,15,36%,-2.467515745,-1.999312241
226,Atwater,37.3442019,-120.599126,29500,404957754.796118,13727.3815185125,Feb,15,36%,-2.467515745,-1.999312241
227,Atwater,37.3442019,-120.599126,29500,166543009.857214,5645.52575787167,Jan,15,36%,-2.467515745,-1.999312241
228,Atwater,37.3442019,-120.599126,29500,470072528.504156,15934.6619831917,Dec,14,36%,-2.467515745,-1.999312241
229,Atwater,37.3442019,-120.599126,29500,572430083.430492,19404.4096078133,Nov,14,36%,-2.467515745,-1.999312241
230,Atwater,37.3442019,-120.599126,29500,843427766.758021,28590.7717545092,Oct,14,36%,-2.467515745,-1.999312241
231,Atwater,37.3442019,-120.599126,28000,1328679799.52455,47452.8499830197,Jul,14,36%,-2.467515745,-1.999312241
232,Atwater,37.3442019,-120.599126,28000,1408173462.74397,50291.9093837132,Jun,14,36%,-2.467515745,-1.999312241
233,Atwater,37.3442019,-120.599126,29500,974970852.323486,33049.8594007961,Sep,14,36%,-2.467515745,-1.999312241
234,Azusa,34.1344168,-117.8791415,110000,1505208000.84793,13683.7090986176,Feb,15,20%,-2.430121793,-2.003775576
235,Azusa,34.1344168,-117.8791415,110000,1793105264.75175,16300.9569522887,Mar,15,20%,-2.430121793,-2.003775576
236,Azusa,34.1344168,-117.8791415,110000,2130969807.54963,19372.4527959057,Oct,14,20%,-2.430121793,-2.003775576
237,Azusa,34.1344168,-117.8791415,110000,1593321093.83281,14484.7372166619,Jan,15,20%,-2.430121793,-2.003775576
238,Azusa,34.1344168,-117.8791415,110000,1787626334.35792,16251.1484941629,Apr,15,20%,-2.430121793,-2.003775576
239,Azusa,34.1344168,-117.8791415,110000,1817495707.34219,16522.6882485653,Nov,14,20%,-2.430121793,-2.003775576
240,Azusa,34.1344168,-117.8791415,110000,2037445739.89673,18522.2339990612,Aug,15,20%,-2.430121793,-2.003775576
241,Azusa,34.1344168,-117.8791415,110000,2198121390.60915,19982.9217328104,Sep,14,20%,-2.430121793,-2.003775576
242,Azusa,34.1344168,-117.8791415,110000,1417131717.21454,12883.0156110413,Dec,14,20%,-2.430121793,-2.003775576
243,Azusa,34.1344168,-117.8791415,110000,2309551792.01429,20995.9253819481,Aug,14,20%,-2.430121793,-2.003775576
244,Azusa,34.1344168,-117.8791415,110000,2314566358.28173,21041.5123480157,Jun,14,20%,-2.430121793,-2.003775576
245,Azusa,34.1344168,-117.8791415,110000,1907191602.44083,17338.1054767349,Jul,15,20%,-2.430121793,-2.003775576
246,Azusa,34.1344168,-117.8791415,110000,1713934012.6887,15581.21829717,May,15,20%,-2.430121793,-2.003775576
247,Azusa,34.1344168,-117.8791415,110000,1861938752.0252,16926.7159275018,Jun,15,20%,-2.430121793,-2.003775576
248,Azusa,34.1344168,-117.8791415,110000,2393171312.62965,21756.1028420877,Jul,14,20%,-2.430121793,-2.003775576
249,Bakersfield,35.3683434,-119.0060412,143158,4769492436.74576,33316.2829652954,Aug,15,36%,-2.494305834,-2.007039449
250,Bakersfield,35.3683434,-119.0060412,141581,4797379767.72709,33884.3472480565,Jul,15,36%,-2.494305834,-2.007039449
251,Bakersfield,35.3683434,-119.0060412,142827,3898990915.00992,27298.6964300162,Jun,15,36%,-2.494305834,-2.007039449
252,Bakersfield,35.3683434,-119.0060412,142370,3388561300.97058,23801.0908265125,Apr,15,36%,-2.494305834,-2.007039449
253,Bakersfield,35.3683434,-119.0060412,142035,2168014172.58453,15263.9432012147,Mar,15,36%,-2.494305834,-2.007039449
254,Bakersfield,35.3683434,-119.0060412,141581,1888121526.884,13335.9810065192,Feb,15,36%,-2.494305834,-2.007039449
255,Bakersfield,35.3683434,-119.0060412,142387,3654404100.35886,25665.2931823752,May,15,36%,-2.494305834,-2.007039449
256,Bakersfield,35.3683434,-119.0060412,141030,2232124736.91383,15827.3043814354,Jan,15,36%,-2.494305834,-2.007039449
257,Bakersfield,35.3683434,-119.0060412,140922,3052792059.71867,21662.9912981555,Dec,14,36%,-2.494305834,-2.007039449
258,Bakersfield,35.3683434,-119.0060412,140644,3843960934.54265,27331.1405715327,Nov,14,36%,-2.494305834,-2.007039449
259,Bakersfield,35.3683434,-119.0060412,139960,5463241115.63678,39034.3034841153,Jun,14,36%,-2.494305834,-2.007039449
260,Bakersfield,35.3683434,-119.0060412,140049,6180723331.7687,44132.5773962591,Sep,14,36%,-2.494305834,-2.007039449
261,Bakersfield,35.3683434,-119.0060412,140596,6342239934.58807,45109.6754857042,Aug,14,36%,-2.494305834,-2.007039449
262,Bakersfield,35.3683434,-119.0060412,139960,6582927789.4705,47034.3511679801,Jul,14,36%,-2.494305834,-2.007039449
263,Bakersfield,35.3683434,-119.0060412,140614,5082994851.83895,36148.5687900135,Oct,14,36%,-2.494305834,-2.007039449
264,Bakman,36.778261,-119.4179324,13960,401314775.979286,28747.4767893471,Mar,15,36%,-2.515306782,-2.230197237
265,Bakman,36.778261,-119.4179324,13960,346719686.416426,24836.6537547583,May,15,36%,-2.515306782,-2.230197237
266,Bakman,36.778261,-119.4179324,13960,289828289.902034,20761.3388181972,Apr,15,36%,-2.515306782,-2.230197237
267,Bakman,36.778261,-119.4179324,13960,174895291.70389,12528.3160246339,Jan,15,36%,-2.515306782,-2.230197237
268,Bakman,36.778261,-119.4179324,13960,236597008.767015,16948.2097970641,Dec,14,36%,-2.515306782,-2.230197237
269,Bakman,36.778261,-119.4179324,13960,597350099.55635,42790.1217447242,Jun,14,36%,-2.515306782,-2.230197237
270,Bakman,36.778261,-119.4179324,13960,212293433.823418,15207.2660331961,Feb,15,36%,-2.515306782,-2.230197237
271,Bakman,36.778261,-119.4179324,13960,431543623.094045,30912.8669838141,Jun,15,36%,-2.515306782,-2.230197237
272,Bakman,36.778261,-119.4179324,13960,467688884.514634,33502.0690913062,Sep,14,36%,-2.515306782,-2.230197237
273,Bakman,36.778261,-119.4179324,13960,201615087.897279,14442.3415399197,Nov,14,36%,-2.515306782,-2.230197237
274,Bakman,36.778261,-119.4179324,13960,395792135.426919,28351.8721652521,Oct,14,36%,-2.515306782,-2.230197237
275,Bakman,36.778261,-119.4179324,16756,429496521.205881,25632.401599778,Aug,15,36%,-2.515306782,-2.230197237
276,Bakman,36.778261,-119.4179324,13960,442751798.070954,31715.7448474895,Jul,15,36%,-2.515306782,-2.230197237
277,Bakman,36.778261,-119.4179324,13960,548444728.434505,39286.8716643628,Jul,14,36%,-2.515306782,-2.230197237
278,Bakman,36.778261,-119.4179324,13960,546589875.157095,39154.0025184165,Aug,14,36%,-2.515306782,-2.230197237
279,Banning,33.916774,-116.9814616,30325,661145526.399467,21801.9959241374,Mar,15,32%,-2.072091137,-1.68009949
280,Banning,33.916774,-116.9814616,29603,1217691909.81633,41134.0712027947,Jul,14,32%,-2.072091137,-1.68009949
281,Banning,33.916774,-116.9814616,30325,710484744.787487,23429.0105453417,Apr,15,32%,-2.072091137,-1.68009949
282,Banning,33.916774,-116.9814616,29603,1162431985.22175,39267.3710509661,Jun,14,32%,-2.072091137,-1.68009949
283,Banning,33.916774,-116.9814616,30325,791894455.12772,26113.5846703288,Jul,15,32%,-2.072091137,-1.68009949
284,Banning,33.916774,-116.9814616,30325,856035439.032146,28228.7036778943,Jun,15,32%,-2.072091137,-1.68009949
285,Banning,33.916774,-116.9814616,30325,626608073.527853,20663.0856892944,May,15,32%,-2.072091137,-1.68009949
286,Banning,33.916774,-116.9814616,30325,896740294.202262,29570.9907403879,Aug,15,32%,-2.072091137,-1.68009949
287,Banning,33.916774,-116.9814616,30325,1225055788.16074,40397.5527835365,Aug,14,32%,-2.072091137,-1.68009949
288,Banning,33.916774,-116.9814616,30325,1020088340.17231,33638.5272933986,Sep,14,32%,-2.072091137,-1.68009949
289,Banning,33.916774,-116.9814616,30325,556299687.324925,18344.5898540783,Feb,15,32%,-2.072091137,-1.68009949
290,Banning,33.916774,-116.9814616,30325,535330519.510016,17653.1086400665,Jan,15,32%,-2.072091137,-1.68009949
291,Banning,33.916774,-116.9814616,30325,446519926.41158,14724.4823218988,Dec,14,32%,-2.072091137,-1.68009949
292,Banning,33.916774,-116.9814616,30325,900440735.581364,29693.0168369782,Oct,14,32%,-2.072091137,-1.68009949
293,Banning,33.916774,-116.9814616,30325,696916459.730781,22981.5815245105,Nov,14,32%,-2.072091137,-1.68009949
294,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,1323154489.12072,30691.8069430244,Aug,15,36%,-2.515306782,-2.230197237
295,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,1333639073.02818,30935.0066810832,Jun,15,36%,-2.515306782,-2.230197237
296,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,978433705.048226,22695.6856729889,May,15,36%,-2.515306782,-2.230197237
297,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,1136676913.2232,26366.2850136439,Apr,15,36%,-2.515306782,-2.230197237
298,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,1343099868.15408,31154.4586800139,Jul,15,36%,-2.515306782,-2.230197237
299,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,784814277.289039,18530.3113661143,Jan,15,36%,-2.515306782,-2.230197237
300,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,676181653.203216,15965.3779709399,Dec,14,36%,-2.515306782,-2.230197237
301,Beaumont-Cherry Valley,36.778261,-119.4179324,43111,1026588782.19493,23812.6877640262,Mar,15,36%,-2.515306782,-2.230197237
302,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1472035580.60657,34756.3473805061,Oct,14,36%,-2.515306782,-2.230197237
303,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1517180965.43161,35822.2785973039,Sep,14,36%,-2.515306782,-2.230197237
304,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1624123721.28765,38347.3123813578,Aug,14,36%,-2.515306782,-2.230197237
305,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1109281312.21325,26191.3279393019,Nov,14,36%,-2.515306782,-2.230197237
306,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1887718495.52564,44571.0692400926,Jun,14,36%,-2.515306782,-2.230197237
307,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,841776404.918008,19875.2486227188,Feb,15,36%,-2.515306782,-2.230197237
308,Beaumont-Cherry Valley,36.778261,-119.4179324,42353,1970238338.27961,46519.4517101411,Jul,14,36%,-2.515306782,-2.230197237
309,Bella Vista,36.778261,-119.4179324,16500,541497921.808519,32818.0558671829,Mar,15,36%,-2.515306782,-2.230197237
310,Bella Vista,36.778261,-119.4179324,17619,1232246979.2408,69938.5310880752,Jul,15,36%,-2.515306782,-2.230197237
311,Bella Vista,36.778261,-119.4179324,17619,1155771190.73937,65598.0016311577,Jun,15,36%,-2.515306782,-2.230197237
312,Bella Vista,36.778261,-119.4179324,17619,886872450.524658,50336.1399923184,May,15,36%,-2.515306782,-2.230197237
313,Bella Vista,36.778261,-119.4179324,17619,1224846096.48259,69518.479850309,Aug,15,36%,-2.515306782,-2.230197237
314,Bella Vista,36.778261,-119.4179324,16500,262731337.916206,15923.111388861,Feb,15,36%,-2.515306782,-2.230197237
315,Bella Vista,36.778261,-119.4179324,16500,289867908.029617,17567.752001795,Jan,15,36%,-2.515306782,-2.230197237
316,Bella Vista,36.778261,-119.4179324,16500,280000064.352013,16969.700869819,Dec,14,36%,-2.515306782,-2.230197237
317,Bella Vista,36.778261,-119.4179324,17619,511894390.775707,29053.5439454967,Apr,15,36%,-2.515306782,-2.230197237
318,Bella Vista,36.778261,-119.4179324,16500,310837075.844526,18838.610657244,Nov,14,36%,-2.515306782,-2.230197237
319,Bella Vista,36.778261,-119.4179324,16500,620440671.229351,37602.4649229909,Oct,14,36%,-2.515306782,-2.230197237
320,Bella Vista,36.778261,-119.4179324,16500,1060793195.34243,64290.4966874199,Sep,14,36%,-2.515306782,-2.230197237
321,Bella Vista,36.778261,-119.4179324,16500,1361762427.50935,82531.0562126879,Aug,14,36%,-2.515306782,-2.230197237
322,Bella Vista,36.778261,-119.4179324,16500,1494978317.157,90604.7464943639,Jul,14,36%,-2.515306782,-2.230197237
323,Bella Vista,36.778261,-119.4179324,16500,1377797673.48546,83502.8893021489,Jun,14,36%,-2.515306782,-2.230197237
324,Bellflower-Somerset,36.778261,-119.4179324,46300,515471484.108838,11133.2933932794,Jul,15,20%,-2.515306782,-2.230197237
325,Bellflower-Somerset,36.778261,-119.4179324,46300,521429194.729192,11261.9696485787,Aug,15,20%,-2.515306782,-2.230197237
326,Bellflower-Somerset,36.778261,-119.4179324,46300,506232715.465681,10933.7519539024,Mar,15,20%,-2.515306782,-2.230197237
327,Bellflower-Somerset,36.778261,-119.4179324,46300,500065313.167179,10800.5467206734,Jun,15,20%,-2.515306782,-2.230197237
328,Bellflower-Somerset,36.778261,-119.4179324,46300,505036239.419772,10907.910138656,Nov,14,20%,-2.515306782,-2.230197237
329,Bellflower-Somerset,36.778261,-119.4179324,46300,484301432.892207,10460.0741445401,Apr,15,20%,-2.515306782,-2.230197237
330,Bellflower-Somerset,36.778261,-119.4179324,46300,576664449.71458,12454.9557173775,Sep,14,20%,-2.515306782,-2.230197237
331,Bellflower-Somerset,36.778261,-119.4179324,46300,595006304.150326,12851.1080810006,Jun,14,20%,-2.515306782,-2.230197237
332,Bellflower-Somerset,36.778261,-119.4179324,46300,626040672.516391,13521.3968146089,Jul,14,20%,-2.515306782,-2.230197237
333,Bellflower-Somerset,36.778261,-119.4179324,46300,555004532.842239,11987.1389382773,Oct,14,20%,-2.515306782,-2.230197237
334,Bellflower-Somerset,36.778261,-119.4179324,46300,599335820.563875,12944.6181547273,Aug,14,20%,-2.515306782,-2.230197237
335,Bellflower-Somerset,36.778261,-119.4179324,46300,481390419.007313,10397.201274456,May,15,20%,-2.515306782,-2.230197237
336,Bellflower-Somerset,36.778261,-119.4179324,46300,440512876.572839,9514.31698861423,Feb,15,20%,-2.515306782,-2.230197237
337,Bellflower-Somerset,36.778261,-119.4179324,46300,435504945.906455,9406.15433923229,Dec,14,20%,-2.515306782,-2.230197237
338,Bellflower-Somerset,36.778261,-119.4179324,46300,468599226.640219,10120.9336207391,Jan,15,20%,-2.515306782,-2.230197237
339,Benicia,38.086214,-122.139308,28086,709251264.327786,25252.8400031256,Jun,14,20%,-1.875231267,-1.166200225
340,Benicia,38.086214,-122.139308,28086,331066155.383614,11787.5865336329,Feb,15,20%,-1.875231267,-1.166200225
341,Benicia,38.086214,-122.139308,28086,510167518.132126,18164.4776092048,Jun,15,20%,-1.875231267,-1.166200225
342,Benicia,38.086214,-122.139308,28086,532370166.406735,18955.0012962592,Aug,15,20%,-1.875231267,-1.166200225
343,Benicia,38.086214,-122.139308,28086,687048616.053177,24462.3163160713,Jul,14,20%,-1.875231267,-1.166200225
344,Benicia,38.086214,-122.139308,28086,532246818.360765,18950.6094979978,Jul,15,20%,-1.875231267,-1.166200225
345,Benicia,38.086214,-122.139308,28086,635242436.745757,22617.7610462777,Aug,14,20%,-1.875231267,-1.166200225
346,Benicia,38.086214,-122.139308,28086,353392151.704193,12582.5020189487,Dec,14,20%,-1.875231267,-1.166200225
347,Benicia,38.086214,-122.139308,28086,425550758.596672,15151.7040018754,Mar,15,20%,-1.875231267,-1.166200225
348,Benicia,38.086214,-122.139308,28086,589850355.828778,21001.5792860777,Sep,14,20%,-1.875231267,-1.166200225
349,Benicia,38.086214,-122.139308,28086,380898765.955514,13561.8730312438,Jan,15,20%,-1.875231267,-1.166200225
350,Benicia,38.086214,-122.139308,28086,395700531.47192,14088.8888226134,Nov,14,20%,-1.875231267,-1.166200225
351,Benicia,38.086214,-122.139308,28086,433074989.400845,15419.6036958216,Apr,15,20%,-1.875231267,-1.166200225
352,Benicia,38.086214,-122.139308,28086,496599233.075421,17681.3798004494,May,15,20%,-1.875231267,-1.166200225
353,Benicia,38.086214,-122.139308,28086,525586023.878382,18713.4523918814,Oct,14,20%,-1.875231267,-1.166200225
354,Beverly Hills,37.720716,-122.471936,42157,1123083958.5573,26640.5094897005,Nov,14,32%,-1.920734758,-1.378252674
355,Beverly Hills,37.720716,-122.471936,42157,869727072.134821,20630.6680298603,Dec,14,32%,-1.920734758,-1.378252674
356,Beverly Hills,37.720716,-122.471936,42157,994185250.518601,23582.922184183,Jan,15,32%,-1.920734758,-1.378252674
357,Beverly Hills,37.720716,-122.471936,42157,1038220502.92991,24627.475933532,Jun,15,32%,-1.920734758,-1.378252674
358,Beverly Hills,37.720716,-122.471936,42157,1072634607.75555,25443.8078552922,May,15,32%,-1.920734758,-1.378252674
359,Beverly Hills,37.720716,-122.471936,42157,1204617016.94351,28574.5431824728,Aug,15,32%,-1.920734758,-1.378252674
360,Beverly Hills,37.720716,-122.471936,42157,1145903347.06176,27181.8048500074,Jul,15,32%,-1.920734758,-1.378252674
361,Beverly Hills,37.720716,-122.471936,42157,1105075143.84568,26213.325043188,Mar,15,32%,-1.920734758,-1.378252674
362,Beverly Hills,37.720716,-122.471936,42157,1493251444.51342,35421.1980101388,Jul,14,32%,-1.920734758,-1.378252674
363,Beverly Hills,37.720716,-122.471936,42157,1372493707.50874,32556.7214818119,Jun,14,32%,-1.920734758,-1.378252674
364,Beverly Hills,37.720716,-122.471936,42157,964581719.485789,22880.7011762172,Feb,15,32%,-1.920734758,-1.378252674
365,Beverly Hills,37.720716,-122.471936,42157,1442678745.6657,34221.570454864,Aug,14,32%,-1.920734758,-1.378252674
366,Beverly Hills,37.720716,-122.471936,42157,1382731595.32426,32799.5729137334,Sep,14,32%,-1.920734758,-1.378252674
367,Beverly Hills,37.720716,-122.471936,42157,1135788807.29222,26941.8793389525,Apr,15,32%,-1.920734758,-1.378252674
368,Beverly Hills,37.720716,-122.471936,42157,1338572994.86698,31752.0932435178,Oct,14,32%,-1.920734758,-1.378252674
369,Big Bear City,36.778261,-119.4179324,12411,133117211.210878,10725.7441955425,Aug,15,16%,-2.515306782,-2.230197237
370,Big Bear City,36.778261,-119.4179324,12411,118697824.636979,9563.9210891128,Jul,15,16%,-2.515306782,-2.230197237
371,Big Bear City,36.778261,-119.4179324,12411,116687251.487667,9401.92180224536,Jun,15,16%,-2.515306782,-2.230197237
372,Big Bear City,36.778261,-119.4179324,12411,103674032.637827,8353.39881055732,May,15,16%,-2.515306782,-2.230197237
373,Big Bear City,36.778261,-119.4179324,12413,89772707.8570022,7232.15240932911,Apr,15,16%,-2.515306782,-2.230197237
374,Big Bear City,36.778261,-119.4179324,12411,74810589.8808352,6027.76487638669,Mar,15,16%,-2.515306782,-2.230197237
375,Big Bear City,36.778261,-119.4179324,12411,67903099.3065124,5471.20290923474,Feb,15,16%,-2.515306782,-2.230197237
376,Big Bear City,36.778261,-119.4179324,12411,86726011.121542,6987.83426972379,Jan,15,16%,-2.515306782,-2.230197237
377,Big Bear City,36.778261,-119.4179324,12411,77067859.1220871,6209.6413763667,Dec,14,16%,-2.515306782,-2.230197237
378,Big Bear City,36.778261,-119.4179324,12411,72442307.3982102,5836.94363050602,Nov,14,16%,-2.515306782,-2.230197237
379,Big Bear City,36.778261,-119.4179324,12411,108990333.419136,8781.75275313319,Oct,14,16%,-2.515306782,-2.230197237
380,Big Bear City,36.778261,-119.4179324,12411,123237032.728677,9929.66181038408,Sep,14,16%,-2.515306782,-2.230197237
381,Big Bear City,36.778261,-119.4179324,12411,132734832.268371,10694.934515218,Aug,14,16%,-2.515306782,-2.230197237
382,Big Bear City,36.778261,-119.4179324,12411,150805321.002983,12150.9403757137,Jul,14,16%,-2.515306782,-2.230197237
383,Big Bear City,36.778261,-119.4179324,12411,152877568.17528,12317.9089658593,Jun,14,16%,-2.515306782,-2.230197237
384,Blythe,33.6185324,-114.6024157,13839,344737519.494875,24910.5802077372,May,15,32%,-1.691342916,-0.402643351
385,Blythe,33.6185324,-114.6024157,13839,216147055.706131,15618.6903465663,Jan,15,32%,-1.691342916,-0.402643351
386,Blythe,33.6185324,-114.6024157,13839,384219372.227185,27763.5213691152,Jul,15,32%,-1.691342916,-0.402643351
387,Blythe,33.6185324,-114.6024157,13839,258240843.08708,18660.3687468083,Mar,15,32%,-1.691342916,-0.402643351
388,Blythe,33.6185324,-114.6024157,13839,504784761.443302,36475.5229021824,Jun,14,32%,-1.691342916,-0.402643351
389,Blythe,33.6185324,-114.6024157,13839,401632269.884772,29021.7696282081,Aug,15,32%,-1.691342916,-0.402643351
